model,model_name,residual_mean,residual_sd,ljung_box_p_value
HW_Add_Auto,HW Additive (Auto),0.3930667553501316,9.513233065125736,0.0011167237840445932
HW_Add_Fixed,HW Additive (Fixed),0.06682305524856477,9.703848774099754,3.2229630075875093e-10
HW_Mult_Auto,HW Multiplicative (Auto),0.7714824771411447,9.35548534473891,0.004569518373480075
HW_Mult_Fixed,HW Multiplicative (Fixed),-0.3663372704572514,10.325654350397864,0
Naive,Naive,-0.09134199134199132,13.33610607749204,0
Seasonal_Naive,Seasonal Naive,-0.7450110864745012,17.544460111698733,0
